City_ID,Tweet_Volume,Trend_Topic,Trend_ID
nashville,,Hollywood Brown,nashville_hollywoodbrown
nashville,70934,Kyler Murray,nashville_kylermurray
nashville,33455,Gettleman,nashville_gettleman
nashville,50012,Rosen,nashville_rosen
nashville,76865,Steelers,nashville_steelers
nashville,,Marquise Brown,nashville_marquisebrown
nashville,18957,Dillard,nashville_dillard
nashville,45817,Packers,nashville_packers
nashville,31074,John Havlicek,nashville_johnhavlicek
nashville,,Noah Fant,nashville_noahfant
nashville,60586,Lions,nashville_lions
nashville,37721,Ravens,nashville_ravens
nashville,,Dexter Lawrence,nashville_dexterlawrence
nashville,16177,Rashan Gary,nashville_rashangary
nashville,,Tytus Howard,nashville_tytushoward
nashville,,Jawaan Taylor,nashville_jawaantaylor
nashville,34577,Ferrell,nashville_ferrell
nashville,29120,Greedy,nashville_greedy
nashville,,Drew Lock,nashville_drewlock
nashville,40750,Nick Bosa,nashville_nickbosa
nashville,14825,Metcalf,nashville_metcalf
nashville,,Brian Burns,nashville_brianburns
nashville,,Darnell Savage,nashville_darnellsavage
nashville,33846,Broncos,nashville_broncos
nashville,155754,Taylor Swift,nashville_taylorswift
nashville,,Charlie Coyle,nashville_charliecoyle
nashville,,Mississippi State,nashville_mississippistate
nashville,33966,Tyreek Hill,nashville_tyreekhill
nashville,14021,Green Bay,nashville_greenbay
nashville,23943,Quinnen Williams,nashville_quinnenwilliams
nashville,14853,#FlyEaglesFly,nashville_flyeaglesfly
nashville,37853,#Supernatural,nashville_supernatural
austin,13643,#GoSpursGo,austin_gospursgo
austin,294766,#NFLDraft,austin_nfldraft
austin,101774,Daniel Jones,austin_danieljones
austin,132478,Haskins,austin_haskins
austin,300581,Giants,austin_giants
austin,43360,Devin Bush,austin_devinbush
austin,,#AvengersEndame,austin_avengersendame
austin,32152,Ed Oliver,austin_edoliver
austin,48083,Josh Allen,austin_joshallen
austin,11832,Josh Jacobs,austin_joshjacobs
austin,113689,Raiders,austin_raiders
austin,11516,Montez Sweat,austin_montezsweat
austin,16264,#HTTR,austin_httr
austin,68605,#TaylorSwiftTONIGHT,austin_taylorswifttonight
austin,67197,Redskins,austin_redskins
austin,,Hollywood Brown,austin_hollywoodbrown
austin,,Jeffery Simmons,austin_jefferysimmons
austin,70647,Kyler Murray,austin_kylermurray
austin,33222,Gettleman,austin_gettleman
austin,76368,Steelers,austin_steelers
austin,49800,Rosen,austin_rosen
austin,,Marquise Brown,austin_marquisebrown
austin,18624,Dillard,austin_dillard
austin,,Noah Fant,austin_noahfant
austin,19250,Christian Wilkins,austin_christianwilkins
austin,45453,Packers,austin_packers
austin,60356,Lions,austin_lions
austin,30599,John Havlicek,austin_johnhavlicek
austin,36436,Ravens,austin_ravens
austin,16042,Rashan Gary,austin_rashangary
austin,,Dexter Lawrence,austin_dexterlawrence
austin,,Tytus Howard,austin_tytushoward
austin,,Jawaan Taylor,austin_jawaantaylor
austin,34292,Ferrell,austin_ferrell
austin,40512,Nick Bosa,austin_nickbosa
austin,,Darnell Savage,austin_darnellsavage
austin,,Drew Lock,austin_drewlock
austin,,Brian Burns,austin_brianburns
austin,14609,Metcalf,austin_metcalf
austin,33572,Broncos,austin_broncos
austin,28604,Greedy,austin_greedy
austin,154542,Taylor Swift,austin_taylorswift
austin,,Charlie Coyle,austin_charliecoyle
austin,13934,Green Bay,austin_greenbay
austin,33779,Tyreek Hill,austin_tyreekhill
austin,18461,Goodell,austin_goodell
austin,23847,Quinnen Williams,austin_quinnenwilliams
austin,14702,#FlyEaglesFly,austin_flyeaglesfly
austin,37607,#Supernatural,austin_supernatural
austin,,#HereWeGo,austin_herewego
sanfransisco,12649,Josh Jacobs,sanfransisco_joshjacobs
sanfransisco,297853,#NFLDraft,sanfransisco_nfldraft
sanfransisco,133587,Haskins,sanfransisco_haskins
sanfransisco,102771,Daniel Jones,sanfransisco_danieljones
sanfransisco,115450,Raiders,sanfransisco_raiders
sanfransisco,40750,Nick Bosa,sanfransisco_nickbosa
sanfransisco,43636,Devin Bush,sanfransisco_devinbush
sanfransisco,10967,#RaiderNation,sanfransisco_raidernation
sanfransisco,303068,Giants,sanfransisco_giants
sanfransisco,,#AvengersEndame,sanfransisco_avengersendame
sanfransisco,48365,Josh Allen,sanfransisco_joshallen
sanfransisco,11961,Montez Sweat,sanfransisco_montezsweat
sanfransisco,16619,#HTTR,sanfransisco_httr
sanfransisco,71816,#TaylorSwiftTONIGHT,sanfransisco_taylorswifttonight
sanfransisco,68654,Redskins,sanfransisco_redskins
sanfransisco,32302,Ed Oliver,sanfransisco_edoliver
sanfransisco,,Hollywood Brown,sanfransisco_hollywoodbrown
sanfransisco,,Jeffery Simmons,sanfransisco_jefferysimmons
sanfransisco,70934,Kyler Murray,sanfransisco_kylermurray
sanfransisco,33455,Gettleman,sanfransisco_gettleman
sanfransisco,50012,Rosen,sanfransisco_rosen
sanfransisco,76865,Steelers,sanfransisco_steelers
sanfransisco,,Marquise Brown,sanfransisco_marquisebrown
sanfransisco,18957,Dillard,sanfransisco_dillard
sanfransisco,31074,John Havlicek,sanfransisco_johnhavlicek
sanfransisco,,Noah Fant,sanfransisco_noahfant
sanfransisco,45817,Packers,sanfransisco_packers
sanfransisco,60586,Lions,sanfransisco_lions
sanfransisco,19442,Christian Wilkins,sanfransisco_christianwilkins
sanfransisco,37721,Ravens,sanfransisco_ravens
sanfransisco,16177,Rashan Gary,sanfransisco_rashangary
sanfransisco,,Dexter Lawrence,sanfransisco_dexterlawrence
sanfransisco,,Jawaan Taylor,sanfransisco_jawaantaylor
sanfransisco,,Tytus Howard,sanfransisco_tytushoward
sanfransisco,34577,Ferrell,sanfransisco_ferrell
sanfransisco,29120,Greedy,sanfransisco_greedy
sanfransisco,,Drew Lock,sanfransisco_drewlock
sanfransisco,14825,Metcalf,sanfransisco_metcalf
sanfransisco,,Brian Burns,sanfransisco_brianburns
sanfransisco,,Darnell Savage,sanfransisco_darnellsavage
sanfransisco,155754,Taylor Swift,sanfransisco_taylorswift
sanfransisco,33846,Broncos,sanfransisco_broncos
sanfransisco,,Charlie Coyle,sanfransisco_charliecoyle
sanfransisco,,Mississippi State,sanfransisco_mississippistate
sanfransisco,33966,Tyreek Hill,sanfransisco_tyreekhill
sanfransisco,14021,Green Bay,sanfransisco_greenbay
sanfransisco,23943,Quinnen Williams,sanfransisco_quinnenwilliams
sanfransisco,18555,Goodell,sanfransisco_goodell
sanfransisco,14853,#FlyEaglesFly,sanfransisco_flyeaglesfly
sanfransisco,37853,#Supernatural,sanfransisco_supernatural
sanantonio,25307,Game 7,sanantonio_game7
sanantonio,,#AvengersEndame,sanantonio_avengersendame
sanantonio,133587,Haskins,sanantonio_haskins
sanantonio,297853,#NFLDraft,sanantonio_nfldraft
sanantonio,,#bandfestival2019,sanantonio_bandfestival2019
sanantonio,32302,Ed Oliver,sanantonio_edoliver
sanantonio,303068,Giants,sanantonio_giants
sanantonio,,Go Spurs Go,sanantonio_gospursgo
sanantonio,,Jokic,sanantonio_jokic
sanantonio,102771,Daniel Jones,sanantonio_danieljones
sanantonio,48365,Josh Allen,sanantonio_joshallen
sanantonio,43636,Devin Bush,sanantonio_devinbush
sanantonio,115450,Raiders,sanantonio_raiders
sanantonio,12649,Josh Jacobs,sanantonio_joshjacobs
sanantonio,11961,Montez Sweat,sanantonio_montezsweat
sanantonio,16619,#HTTR,sanantonio_httr
sanantonio,71816,#TaylorSwiftTONIGHT,sanantonio_taylorswifttonight
sanantonio,68654,Redskins,sanantonio_redskins
sanantonio,,Hollywood Brown,sanantonio_hollywoodbrown
sanantonio,,Jeffery Simmons,sanantonio_jefferysimmons
sanantonio,70934,Kyler Murray,sanantonio_kylermurray
sanantonio,33455,Gettleman,sanantonio_gettleman
sanantonio,50012,Rosen,sanantonio_rosen
sanantonio,76865,Steelers,sanantonio_steelers
sanantonio,,Marquise Brown,sanantonio_marquisebrown
sanantonio,18957,Dillard,sanantonio_dillard
sanantonio,31074,John Havlicek,sanantonio_johnhavlicek
sanantonio,,Noah Fant,sanantonio_noahfant
sanantonio,45817,Packers,sanantonio_packers
sanantonio,60586,Lions,sanantonio_lions
sanantonio,19442,Christian Wilkins,sanantonio_christianwilkins
sanantonio,37721,Ravens,sanantonio_ravens
sanantonio,16177,Rashan Gary,sanantonio_rashangary
sanantonio,,Dexter Lawrence,sanantonio_dexterlawrence
sanantonio,,Jawaan Taylor,sanantonio_jawaantaylor
sanantonio,,Tytus Howard,sanantonio_tytushoward
sanantonio,34577,Ferrell,sanantonio_ferrell
sanantonio,29120,Greedy,sanantonio_greedy
sanantonio,,Drew Lock,sanantonio_drewlock
sanantonio,40750,Nick Bosa,sanantonio_nickbosa
sanantonio,14825,Metcalf,sanantonio_metcalf
sanantonio,,Brian Burns,sanantonio_brianburns
sanantonio,,Darnell Savage,sanantonio_darnellsavage
sanantonio,155754,Taylor Swift,sanantonio_taylorswift
sanantonio,33846,Broncos,sanantonio_broncos
sanantonio,,Charlie Coyle,sanantonio_charliecoyle
sanantonio,,Mississippi State,sanantonio_mississippistate
sanantonio,33966,Tyreek Hill,sanantonio_tyreekhill
sanantonio,14853,#FlyEaglesFly,sanantonio_flyeaglesfly
sanantonio,37853,#Supernatural,sanantonio_supernatural
orlando,132478,Haskins,orlando_haskins
orlando,294766,#NFLDraft,orlando_nfldraft
orlando,761203,#AvengersEndgame,orlando_avengersendgame
orlando,256833,#Endgame,orlando_endgame
orlando,180247,Facts,orlando_facts
orlando,33241,Russ,orlando_russ
orlando,1978837,Trump,orlando_trump
orlando,13217017,#BBMAsTopSocial,orlando_bbmastopsocial
orlando,300581,Giants,orlando_giants
orlando,101774,Daniel Jones,orlando_danieljones
orlando,48083,Josh Allen,orlando_joshallen
orlando,43360,Devin Bush,orlando_devinbush
orlando,11832,Josh Jacobs,orlando_joshjacobs
orlando,113689,Raiders,orlando_raiders
orlando,11516,Montez Sweat,orlando_montezsweat
orlando,16264,#HTTR,orlando_httr
orlando,67197,Redskins,orlando_redskins
orlando,32152,Ed Oliver,orlando_edoliver
orlando,,Hollywood Brown,orlando_hollywoodbrown
orlando,,Jeffery Simmons,orlando_jefferysimmons
orlando,70647,Kyler Murray,orlando_kylermurray
orlando,76368,Steelers,orlando_steelers
orlando,33222,Gettleman,orlando_gettleman
orlando,49800,Rosen,orlando_rosen
orlando,,Marquise Brown,orlando_marquisebrown
orlando,18624,Dillard,orlando_dillard
orlando,,Noah Fant,orlando_noahfant
orlando,19250,Christian Wilkins,orlando_christianwilkins
orlando,45453,Packers,orlando_packers
orlando,30599,John Havlicek,orlando_johnhavlicek
orlando,60356,Lions,orlando_lions
orlando,36436,Ravens,orlando_ravens
orlando,16042,Rashan Gary,orlando_rashangary
orlando,,Dexter Lawrence,orlando_dexterlawrence
orlando,,Tytus Howard,orlando_tytushoward
orlando,,Jawaan Taylor,orlando_jawaantaylor
orlando,34292,Ferrell,orlando_ferrell
orlando,40512,Nick Bosa,orlando_nickbosa
orlando,28604,Greedy,orlando_greedy
orlando,,Darnell Savage,orlando_darnellsavage
orlando,14609,Metcalf,orlando_metcalf
orlando,,Drew Lock,orlando_drewlock
orlando,,Brian Burns,orlando_brianburns
orlando,33572,Broncos,orlando_broncos
orlando,154542,Taylor Swift,orlando_taylorswift
orlando,,Charlie Coyle,orlando_charliecoyle
orlando,13934,Green Bay,orlando_greenbay
orlando,68605,#TaylorSwiftTONIGHT,orlando_taylorswifttonight
orlando,14702,#FlyEaglesFly,orlando_flyeaglesfly
orlando,37607,#Supernatural,orlando_supernatural
